Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0036670,Superintendent,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-08-08T00:00:00Z,2021-08-11T00:00:00Z,3,NULL,NULL,43344,Monthly Paid
0036668,Plant Tech (Mechanical) (I),98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-09-15T00:00:00Z,2021-09-17T00:00:00Z,3,NULL,NULL,42794,Monthly Paid
0036640,Surveyor,90087,Foundations Management,FDN-HF,13850,AL18,SL1-MP,SL,Sick Leave,2021-11-10T00:00:00Z,2021-11-12T00:00:00Z,3,3,Self-isolation(-SH AL NPL SL),43344,Monthly Paid
0416646,Asst Project Manager,90088,Building Management,BDG,13777,AL21,SL1-MP,SL,Sick Leave,2021-10-18T00:00:00Z,2021-10-20T00:00:00Z,3,NULL,Self-isolation(-SH AL NPL SL),42887,Monthly Paid
0416647,Project Manager,90088,Building Management,BDG,13708,AL24,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43327,Monthly Paid
0416647,Project Manager,90088,Building Management,BDG,13708,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43327,Monthly Paid
0244232,Deputy Project M&E Manager,90086,Civil Management,CVL,13761,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43435,Monthly Paid
0038475,Asst Setting Out Foreman,90088,Building Management,BDG,13828,AL12,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43301,Monthly Paid
0037277,Plant Tech (Welding) (I),98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-26T00:00:00Z,3,NULL,NULL,42960,Monthly Paid
0037277,Plant Tech (Welding) (I),98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-06T00:00:00Z,2021-10-08T00:00:00Z,3,NULL,NULL,42960,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,42857,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-07-01T00:00:00Z,2021-07-03T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-07-09T00:00:00Z,2021-07-15T00:00:00Z,3,NULL,NULL,37068,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-26T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0405995,Asst Project Manager,90088,Building Management,BDG,13828,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,42461,Monthly Paid
0044094,Rigger Foreman,90088,Building Management,BDG,13828,AL14,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,42156,Monthly Paid
0044094,Rigger Foreman,90088,Building Management,BDG,13828,AL14,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-29T00:00:00Z,3,NULL,NULL,42156,Monthly Paid
0044094,Rigger Foreman,90088,Building Management,BDG,13828,AL14,AL-MP,AL,Annual Leave,2021-09-16T00:00:00Z,2021-09-18T00:00:00Z,3,NULL,NULL,42156,Monthly Paid
0238889,Sr Foreman,90087,Foundations Management,FDN-SUB,13902,AL18,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-27T00:00:00Z,3,NULL,NULL,43214,Monthly Paid
0238889,Sr Foreman,90087,Foundations Management,FDN-SUB,13902,AL18,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-26T00:00:00Z,3,NULL,NULL,43214,Monthly Paid
0238356,Electrical Foreman,90088,Building Management,BDG,13828,AL12,OL-MP,CPS,Compassionate Leave,2021-07-01T00:00:00Z,2021-07-03T00:00:00Z,3,4,NULL,42522,Monthly Paid
0238464,Sr Project Engineer,90087,Foundations Management,CVL,13887,AL18,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-05T00:00:00Z,3,NULL,NULL,43221,Monthly Paid
0238228,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43160,Monthly Paid
0238268,"Mgr, Business Applications",90023,Integrated Data Technologies,IDT,90023,AL24,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,NULL,39503,Monthly Paid
0038194,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,37469,Monthly Paid
0037922,Surveyor,90087,Foundations Management,FDN-HF,13818,AL18,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-05T00:00:00Z,3,NULL,NULL,43236,Monthly Paid
0037922,Surveyor,90087,Foundations Management,FDN-HF,13818,AL18,AL-MP,AL,Annual Leave,2021-11-17T00:00:00Z,2021-11-19T00:00:00Z,3,NULL,NULL,43236,Monthly Paid
0238889,Sr Foreman,90087,Foundations Management,FDN-SUB,13902,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43214,Monthly Paid
0238910,Plant Tech (Mechanical) (II),98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,41000,Monthly Paid
0238983,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,90058,AL21,AL-MP,AL,Annual Leave,2021-11-05T00:00:00Z,2021-11-07T00:00:00Z,3,NULL,NULL,42646,Monthly Paid
0238983,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,90058,AL21,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-18T00:00:00Z,3,NULL,NULL,42646,Monthly Paid
0238983,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,90058,AL21,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-25T00:00:00Z,3,NULL,NULL,42646,Monthly Paid
0218281,Electrical Foreman,90086,Civil Management,CVL,13761,AL12,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-28T00:00:00Z,3,NULL,NULL,43353,Monthly Paid
0038285,Site Administration Officer,90086,Civil Management,CVL,15232,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,41911,Monthly Paid
0218281,Electrical Foreman,90086,Civil Management,CVL,13761,AL12,SL1-MP,SL,Sick Leave,2021-11-16T00:00:00Z,2021-11-18T00:00:00Z,3,NULL,Self-isolation(-SH AL NPL SL),43353,Monthly Paid
0219245,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13688,AL21,SL1-MP,SL,Sick Leave,2021-07-16T00:00:00Z,2021-07-18T00:00:00Z,3,NULL,Sick Leave,43252,Monthly Paid
0038042,Sub-Agent,90088,Building Management,BDG,13889,AL18,AL-MP,AL,Annual Leave,2021-07-22T00:00:00Z,2021-07-25T00:00:00Z,3,NULL,NULL,42657,Monthly Paid
0036769,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-16T00:00:00Z,3,NULL,NULL,40836,Monthly Paid
0036758,Asst Welder Foreman,90087,Foundations Management,FDN-GE,18998,AL14,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,35272,Monthly Paid
0369425,Project Manager,90773,Electrical & Mechanical Dept,E&M,13663,AL24,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43009,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-26T00:00:00Z,3,NULL,NULL,43102,Monthly Paid
0064054,Electrical Supervisor,90773,Electrical & Mechanical Dept,E&M,13688,AL12,AL-MP,AL,Annual Leave,2021-12-14T00:00:00Z,2021-12-16T00:00:00Z,3,NULL,NULL,43199,Monthly Paid
0038041,Sr Plant Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,40026,Monthly Paid
0038181,Surveyor,90087,Foundations Management,FDN-SUB,13902,AL18,AL-MP,AL,Annual Leave,2021-07-14T00:00:00Z,2021-07-16T00:00:00Z,3,NULL,NULL,43227,Monthly Paid
0038295,Project Manager,90087,Foundations Management,FDN-GE,13823,AL24,AL-MP,AL,Annual Leave,2021-07-14T00:00:00Z,2021-07-16T00:00:00Z,3,NULL,NULL,42857,Monthly Paid
0038295,Project Manager,90087,Foundations Management,FDN-GE,13823,AL24,AL-MP,AL,Annual Leave,2021-11-05T00:00:00Z,2021-11-07T00:00:00Z,3,NULL,8/8/2020 - Sat off,42857,Monthly Paid
0038295,Project Manager,90087,Foundations Management,FDN-GE,13823,AL24,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-28T00:00:00Z,3,NULL,29/08/2020 - Sat off,42857,Monthly Paid
0404257,Bldg Services Manager,90088,Building Management,BDG,13860,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,42491,Monthly Paid
0038293,Asst Project Manager,90087,Foundations Management,FDN-HF,13868,AL21,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43236,Monthly Paid
0064054,Electrical Supervisor,90773,Electrical & Mechanical Dept,E&M,13688,AL12,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-05T00:00:00Z,3,6,NULL,43199,Monthly Paid
0038183,Contracts Mgr,90087,Foundations Management,FDN-HF,13818,AL24,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43221,Monthly Paid
0412297,Asst Project Manager,90088,Building Management,BDG,13777,AL21,SL1-MP,SL,Sick Leave,2021-10-18T00:00:00Z,2021-10-20T00:00:00Z,3,3,Self-isolation(-SH AL NPL SL),42870,Monthly Paid
0038719,Sr Project Manager,90087,Foundations Management,FDN-GE,13851,AL24,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43405,Monthly Paid
0038719,Sr Project Manager,90087,Foundations Management,FDN-GE,13851,AL24,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-29T00:00:00Z,3,NULL,NULL,43405,Monthly Paid
0038719,Sr Project Manager,90087,Foundations Management,FDN-GE,13851,AL24,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,NULL,43405,Monthly Paid
0038719,Sr Project Manager,90087,Foundations Management,FDN-GE,13851,AL24,AL-MP,AL,Annual Leave,2021-12-15T00:00:00Z,2021-12-17T00:00:00Z,3,NULL,NULL,43405,Monthly Paid
0038719,Sr Project Manager,90087,Foundations Management,FDN-GE,13851,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43405,Monthly Paid
0038765,Plant Tech (Electrical) (I),98842,Plant & Equipment,FDN-HF,13868,AL14,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43084,Monthly Paid
0038776,Sr Project Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,NULL,42856,Monthly Paid
0041441,Technical Asst,90086,Civil Management,CVL,13718,AL12,SL1-MP,SL,Sick Leave,2021-09-01T00:00:00Z,2021-09-03T00:00:00Z,3,71,NULL,43276,Monthly Paid
0040474,Sr Procurement Manager,90017,Procurement,PRO,90017,AL24,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-22T00:00:00Z,3,NULL,NULL,37804,Monthly Paid
0040474,Sr Procurement Manager,90017,Procurement,PRO,90017,AL24,AL-MP,AL,Annual Leave,2021-11-19T00:00:00Z,2021-11-21T00:00:00Z,3,NULL,NULL,37804,Monthly Paid
0039606,Tea Attendant,90046,CSD Central,GSM,90046,AL12,AL-MP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-26T00:00:00Z,3,NULL,NULL,39083,Monthly Paid
0038819,Sr Foreman,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-10-15T00:00:00Z,2021-10-17T00:00:00Z,3,NULL,NULL,43040,Monthly Paid
0203876,Electrical Foreman,90086,Civil Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-11-05T00:00:00Z,2021-11-07T00:00:00Z,3,NULL,NULL,43313,Monthly Paid
0203876,Electrical Foreman,90086,Civil Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-11-19T00:00:00Z,2021-11-21T00:00:00Z,3,NULL,NULL,43313,Monthly Paid
0203876,Electrical Foreman,90086,Civil Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43313,Monthly Paid
0033675,Repair & Maint. Supervisor,90029,Concrete Technology Services,CON,90029,AL18,SL1-MP,SL,Sick Leave,2021-11-06T00:00:00Z,2021-11-08T00:00:00Z,3,NULL,Self-isolation(-SH AL NPL SL),40026,Monthly Paid
0203754,Deputy Divisional Safety Mgr,90033,Health & Safety,FDN-HF,13868,AL24,AL-MP,AL,Annual Leave,2021-12-21T00:00:00Z,2021-12-23T00:00:00Z,3,NULL,NULL,43221,Monthly Paid
0033675,Repair & Maint. Supervisor,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-07-15T00:00:00Z,2021-07-17T00:00:00Z,3,NULL,NULL,40026,Monthly Paid
0033533,Instrumentation Engineer,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-07-15T00:00:00Z,2021-07-17T00:00:00Z,3,NULL,NULL,39022,Monthly Paid
0033533,Instrumentation Engineer,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,39022,Monthly Paid
0030859,"General Manager, CSD",90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-08T00:00:00Z,2021-09-10T00:00:00Z,3,NULL,NULL,37469,Monthly Paid
0030859,"General Manager, CSD",90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-25T00:00:00Z,3,NULL,NULL,37469,Monthly Paid
0031779,Corporate Communication Mgr,90025,Corporate Communications,CCM,90025,AL24,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-28T00:00:00Z,3,NULL,NULL,32629,Monthly Paid
0030756,Plant Tech (Electrical) (I),98842,Plant & Equipment,CVL,13887,AL14,AL-MP,AL,Annual Leave,2021-09-15T00:00:00Z,2021-09-17T00:00:00Z,3,NULL,NULL,43313,Monthly Paid
0466461,Associate General Counsel,90024,Legal & Secretarial,LEG,90024,AL24,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-28T00:00:00Z,3,NULL,NULL,43259,Monthly Paid
0466461,Associate General Counsel,90024,Legal & Secretarial,LEG,90024,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43259,Monthly Paid
0466982,BIM Manager,90051,Virtual Design & Construction,CVL,13880,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43241,Monthly Paid
0036713,Superintendent,90087,Foundations Management,FDN-GE,13706,AL18,SL1-MP,SL,Sick Leave,2021-10-27T00:00:00Z,2021-10-29T00:00:00Z,3,NULL,Self-isolation(-SH AL NPL SL),43185,Monthly Paid
0042815,Welder Foreman,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43196,Monthly Paid
0038271,Sr Site Agent,90088,Building Management,BDG,13889,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43308,Monthly Paid
0042815,Welder Foreman,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-05T00:00:00Z,3,NULL,NULL,43196,Monthly Paid
0038284,Crane Operator (A),98842,Plant & Equipment,FDN-HF,13869,AL12,AL-MP,AL,Annual Leave,2021-10-20T00:00:00Z,2021-10-22T00:00:00Z,3,NULL,NULL,43410,Monthly Paid
0038274,Asst Project Manager,90043,Steel Fabrication,SFB,90043,AL21,OL-MP,CPS,Compassionate Leave,2021-09-01T00:00:00Z,2021-09-03T00:00:00Z,3,3,NULL,37469,Monthly Paid
0038275,Crane Operator (B),98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-07-16T00:00:00Z,2021-07-20T00:00:00Z,3,NULL,S/O on 18/4/2020,39227,Monthly Paid
0038275,Crane Operator (B),98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,39227,Monthly Paid
0064130,Sr Superintendent,90086,Civil Management,CVL,13908,AL21,AL-MP,AL,Annual Leave,2021-10-17T00:00:00Z,2021-10-21T00:00:00Z,3,NULL,NULL,43353,Monthly Paid
0023791,Project Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-15T00:00:00Z,3,NULL,NULL,43344,Monthly Paid
0065191,Sr General Foreman,90088,Building Management,BDG,13699,AL18,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-05T00:00:00Z,3,NULL,NULL,43080,Monthly Paid
0064987,Sr Foreman,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43479,Monthly Paid
0064798,Plant Tech (Electrical) (II),98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,41000,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43360,Monthly Paid
0059137,Project Manager,90088,Building Management,E&M,13688,AL24,SL1-MP,SL,Sick Leave,2021-10-18T00:00:00Z,2021-10-20T00:00:00Z,3,3,Self-isolation(-SH AL NPL SL),43040,Monthly Paid
0065191,Sr General Foreman,90088,Building Management,BDG,13699,AL18,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-05T00:00:00Z,3,NULL,NULL,43080,Monthly Paid
0066056,Asst Project Manager,90086,Civil Management,CVL,15207,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,40865,Monthly Paid
0052459,Divisional Safety Manager,90033,Health & Safety,SFT,90009,AL24,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-11T00:00:00Z,3,NULL,NULL,43353,Monthly Paid
0023775,"Sr Manager, Tech Arch & Infra",90023,Integrated Data Technologies,IDT,90023,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,37588,Monthly Paid
0038154,Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,37469,Monthly Paid
0038152,Sr Rigger Foreman,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-26T00:00:00Z,3,NULL,NULL,43056,Monthly Paid
0038153,Sr Const. Supervisor,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,37469,Monthly Paid
0038704,Chief Surveyor,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43328,Monthly Paid
0038704,Chief Surveyor,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-15T00:00:00Z,3,NULL,NULL,43328,Monthly Paid
0038705,Sr Project Manager,90087,Foundations Management,FDN-HF,13850,AL24,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43101,Monthly Paid
0392551,Sr Project Engineer,90088,Building Management,BDG,13699,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,42461,Monthly Paid
0203382,Construction Manager,90088,Building Management,BDG,13836,AL24,AL-MP,AL,Annual Leave,2021-10-15T00:00:00Z,2021-10-17T00:00:00Z,3,NULL,NULL,42583,Monthly Paid
0203382,Construction Manager,90088,Building Management,BDG,13836,AL24,AL-MP,AL,Annual Leave,2021-11-19T00:00:00Z,2021-11-21T00:00:00Z,3,NULL,NULL,42583,Monthly Paid
0203382,Construction Manager,90088,Building Management,BDG,13836,AL24,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-18T00:00:00Z,3,NULL,NULL,42583,Monthly Paid
0203388,Asst Accountant,90022,Finance,GSM,90046,AL12,SL1-MP,SL,Sick Leave,2021-08-05T00:00:00Z,2021-08-07T00:00:00Z,3,NULL,NULL,38859,Monthly Paid
0052428,Site Agent,90086,Civil Management,CVL,13718,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-29T00:00:00Z,3,NULL,NULL,43252,Monthly Paid
0231962,Engineer,90087,Foundations Management,FDN-HF,13898,AL18,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,NULL,43132,Monthly Paid
0202685,Sub-Agent,90086,Civil Management,CVL,15205,AL18,SL1-MP,SL,Sick Leave,2021-11-04T00:00:00Z,2021-11-06T00:00:00Z,3,3,Self-isolation(-SH AL NPL SL),42095,Monthly Paid
0036001,Surveyor,90086,Civil Management,CVL,13880,AL18,SL1-MP,SL,Sick Leave,2021-11-06T00:00:00Z,2021-11-08T00:00:00Z,3,4,Self-isolation(-SH AL NPL SL),42887,Monthly Paid
0035534,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-18T00:00:00Z,3,NULL,NULL,43389,Monthly Paid
0035534,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-21T00:00:00Z,2021-12-23T00:00:00Z,3,NULL,NULL,43389,Monthly Paid
0035181,Sub-Agent,90088,Building Management,BDG,13860,AL18,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,27/6 Sat Off,43213,Monthly Paid
0035067,Sr Site Agent,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-15T00:00:00Z,3,NULL,NULL,42857,Monthly Paid
0035067,Sr Site Agent,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-11-11T00:00:00Z,2021-11-13T00:00:00Z,3,NULL,NULL,42857,Monthly Paid
0035181,Sub-Agent,90088,Building Management,BDG,13860,AL18,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-30T00:00:00Z,3,NULL,29/8 Sat Off,43213,Monthly Paid
0038249,Site Agent,90086,Civil Management,CVL,13703,AL18,SL1-MP,SL,Sick Leave,2021-10-21T00:00:00Z,2021-10-23T00:00:00Z,3,NULL,Self-isolation(-SH AL NPL SL),43392,Monthly Paid
0038516,Sr Const. Supervisor,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-09-15T00:00:00Z,2021-09-17T00:00:00Z,3,NULL,NULL,43287,Monthly Paid
0038251,Site Administration Officer,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43132,Monthly Paid
0239116,Storekeeper,90088,Building Management,BDG,13860,AL12,AL-MP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-26T00:00:00Z,3,NULL,NULL,42313,Monthly Paid
0239116,Storekeeper,90088,Building Management,BDG,13860,AL12,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-10-02T00:00:00Z,3,NULL,NULL,42313,Monthly Paid
0038389,Sub-Agent,90088,Building Management,BDG,13777,AL18,AL-MP,AL,Annual Leave,2021-08-12T00:00:00Z,2021-08-14T00:00:00Z,3,NULL,NULL,43327,Monthly Paid
0038002,Tower Crane Operator,98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-10-20T00:00:00Z,2021-10-22T00:00:00Z,3,NULL,NULL,39460,Monthly Paid
0038005,Sub-Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43353,Monthly Paid
0038005,Sub-Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-31T00:00:00Z,3,NULL,NULL,43353,Monthly Paid
0036847,Rigger Foreman,90088,Building Management,E&M,13688,AL14,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43000,Monthly Paid
0036839,Sr Rigger Foreman,90088,Building Management,BDG,13757,AL18,AL-MP,AL,Annual Leave,2021-12-21T00:00:00Z,2021-12-23T00:00:00Z,3,NULL,NULL,43444,Monthly Paid
0036839,Sr Rigger Foreman,90088,Building Management,BDG,13757,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43444,Monthly Paid
0037996,General Foreman,90086,Civil Management,CVL,13888,AL18,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-12T00:00:00Z,3,NULL,NULL,43467,Monthly Paid
